Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,How do you brew coffee at home?,How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,What else do you add to your coffee?,What kind of dairy do you add?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?","Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Education Level,Ethnicity/Race,Employment Status,Number of Children,Political Affiliation
NAB2Rj,35-44 years old,1,"At home, At a cafe","Espresso, Pour over, Cold brew",,,,Espresso,,"Milk, dairy alternative, or coffee creamer, No - just black",,Oat milk,Sweet,Medium,Medium,Full caffeine,8,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
RzBqkj,35-44 years old,2,At home,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,,,Pourover,,No - just black,,,Juicy,Medium,Light,Full caffeine,8,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,Yes,$6-$8,More than $20,Yes,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,Employed full-time,1,Democrat
xdN86r,18-24 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,Fruity,Medium,Light,Full caffeine,6,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,,Yes,Yes,$4-$6,$4-$6,No,$100-$300,Yes,Male,Some college or associate's degree,Asian/Pacific Islander,Student,None,No affiliation
9dJArQ,25-34 years old,1,At the office,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",,Oat milk,Floral,Medium,Medium,Full caffeine,5,Coffee C,Coffee A,Coffee C,I primarily work in person,>$100,,Yes,No,$8-$10,$4-$6,No,"More than $1,000",No,Female,Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,None,Independent
EPboa4,35-44 years old,2,At home,Pour over,,,,Regular drip coffee,,No - just black,,,Bright,Somewhat strong,Medium,Half caff,6,Coffee B,Coffee A,Coffee B,I do a mix of both,$80-$100,,Yes,Yes,$2-$4,$2-$4,No,$100-$300,Yes,Female,,,,,
WApaQN,18-24 years old,1,At a cafe,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,"Oat milk, Whole milk, Almond milk",Fruity,Medium,Medium,Full caffeine,1,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,No,$6-$8,$4-$6,Yes,Less than $20,Yes,Female,,,,,
42NlN5,35-44 years old,1,"At home, At a cafe","French press, Other",Aeropress ,,,Iced coffee,,No - just black,,,Fruity,Medium,Dark,Half caff,7,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Female,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
AlbM50,25-34 years old,2,"At a cafe, At the office, On the go, At home",French press,,Specialty coffee shop,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer",,Oat milk,Chocolatey,Somewhat strong,Light,Full caffeine,3,Coffee B,Coffee D,Coffee B,I do a mix of both,$40-$60,,Yes,No,$6-$8,$10-$15,Yes,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
QABNap,35-44 years old,2,"At the office, On the go, At home",Coffee extract (e.g. Cometeer),,Other,Online ,Iced coffee,,"Milk, dairy alternative, or coffee creamer, No - just black",,Whole milk,Full Bodied,Somewhat strong,Medium,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work in person,<$20,,Yes,Yes,$15-$20,$4-$6,No,Less than $20,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,2,Independent
dY2Jkd,45-54 years old,1,At home,Cold brew,,,,Cold brew,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Oat milk,Chocolatey,Somewhat strong,Medium,Full caffeine,4,Coffee B,Coffee A,Coffee D,I do a mix of both,$40-$60,,Yes,Yes,$8-$10,$8-$10,No,$100-$300,Yes,Female,Some college or associate's degree,White/Caucasian,Employed part-time,None,Independent
RzBqr9,18-24 years old,1,"At a cafe, At home","Pour over, Espresso, Cold brew",,,,Espresso,,No - just black,,,Bold,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,,Yes,Yes,,More than $20,Yes,$500-$1000,Yes,Male,Bachelor's degree,Asian/Pacific Islander,,,
lNl89W,18-24 years old,3,At the office,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Half and half,Nutty,Somewhat light,Light,Full caffeine,1,Coffee B,Coffee D,Coffee B,I do a mix of both,$80-$100,,Yes,No,$6-$8,$4-$6,No,$50-$100,Yes,Female,Bachelor's degree,White/Caucasian,Employed full-time,None,Republican
PABZGB,25-34 years old,1,"At home, On the go, At a cafe","Coffee brewing machine (e.g. Mr. Coffee), Pour over",,"National chain (e.g. Starbucks, Dunkin), Drive-thru, Local cafe, Specialty coffee shop",,Latte,,"Milk, dairy alternative, or coffee creamer",,Half and half,Bright,Somewhat light,Light,Full caffeine,7,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,,No,Yes,$10-$15,$15-$20,No,$50-$100,Yes,Female,Some college or associate's degree,White/Caucasian,Employed part-time,None,Democrat
RzBqjj,25-34 years old,1,"At home, On the go, At a cafe","Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",,"Local cafe, National chain (e.g. Starbucks, Dunkin)",,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Half and half,Fruity,Somewhat strong,Light,Full caffeine,6,Coffee A,Coffee D,Coffee B,I primarily work from home,$40-$60,,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
LdM4ov,25-34 years old,1,At home,"Pour over, Espresso, Other",Aeropress,,,Regular drip coffee,,No - just black,,,Floral,Medium,Nordic,Half caff,9,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat
GrBO5k,55-64 years old,2,At home,"Pour over, Other",Syphone,,,Pourover,,No - just black,,,Fruity,Medium,Light,Full caffeine,7,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,,Yes,Yes,,,No,$300-$500,Yes,Male,Master's degree,Asian/Pacific Islander,Employed full-time,2,No affiliation
ZdRbWo,25-34 years old,2,"At the office, At home",Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,"No - just black, Milk, dairy alternative, or coffee creamer",,Half and half,Chocolatey,Medium,Medium,Full caffeine,7,Coffee C,Coffee D,Coffee C,I primarily work in person,$80-$100,,Yes,Yes,More than $20,More than $20,Yes,$500-$1000,Yes,Female,Master's degree,White/Caucasian,Employed full-time,None,Independent
AlbMQD,25-34 years old,1,"At home, On the go","Pour over, Cold brew",,"Local cafe, National chain (e.g. Starbucks, Dunkin)",,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Caramalized,Medium,Medium,Full caffeine,7,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,Some college or associate's degree,White/Caucasian,Unemployed,None,Democrat
42NlqX,45-54 years old,1,"At the office, At home",Espresso,,,,Latte,,No - just black,,,Chocolatey,Somewhat strong,Medium,Full caffeine,8,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,None,Independent
24x9D9,35-44 years old,3,"At home, At the office",Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,No - just black,,,Caramalized,Medium,Light,Full caffeine,6,Coffee C,Coffee D,Coffee A,I primarily work in person,$20-$40,,Yes,No,$6-$8,$10-$15,Yes,$50-$100,Yes,Female,Master's degree,White/Caucasian,Employed full-time,None,Democrat
oAV81V,35-44 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,Bright,Somewhat strong,Light,Full caffeine,7,Coffee C,Coffee D,Coffee D,I primarily work from home,,,Yes,Yes,$8-$10,$4-$6,No,$100-$300,,,,,,,
QABNE7,25-34 years old,More than 4,"At home, On the go",Coffee extract (e.g. Cometeer),,Specialty coffee shop,,Pourover,,No - just black,,,Full Bodied,Somewhat strong,Light,Full caffeine,10,Coffee B,Coffee D,Coffee D,I do a mix of both,$80-$100,,Yes,Yes,More than $20,More than $20,No,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
6dQ6QN,25-34 years old,2,"At the office, On the go, At home",Other,Aeropress,Specialty coffee shop,,Pourover,,No - just black,,,Floral,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,,Yes,Yes,$10-$15,More than $20,Yes,$100-$300,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Independent
KMBrkV,25-34 years old,1,At home,Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",,Whole milk,Nutty,Somewhat strong,Medium,Decaf,6,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,,Yes,Yes,$4-$6,$8-$10,No,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
g5N8NJ,25-34 years old,2,"At home, At a cafe, At the office","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",,,,Americano,,No - just black,,,Chocolatey,Somewhat strong,Dark,Half caff,5,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,No,$8-$10,$8-$10,Yes,"More than $1,000",No,Female,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
aBrpab,25-34 years old,Less than 1,"At a cafe, At the office",,,,,Blended drink (e.g. Frappuccino),,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer, Flavor syrup",,"Flavored coffee creamer, Half and half",Caramalized,Somewhat strong,Dark,Full caffeine,1,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,,Yes,No,$6-$8,$8-$10,No,$20-$50,Yes,Non-binary,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
OABxVR,55-64 years old,4,,"Espresso, Pour over",,,,Cappuccino,,"No - just black, Milk, dairy alternative, or coffee creamer",,Half and half,Chocolatey,Somewhat strong,Medium,Full caffeine,8,Coffee B,Coffee A,Coffee B,,,,,,,,,,,,,,,,
aBrpPq,35-44 years old,1,"At home, At a cafe",Espresso,,,,Americano,,No - just black,,,Chocolatey,Very strong,Light,Full caffeine,3,Coffee B,Coffee D,Coffee D,,,,,,,,,,,,,,,,
bl41vZ,55-64 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,Sugar or sweetener,,,Caramalized,Somewhat strong,Medium,Full caffeine,10,Coffee C,Coffee A,Coffee C,I primarily work from home,<$20,,Yes,No,$4-$6,$4-$6,No,$20-$50,Yes,Female,Some college or associate's degree,White/Caucasian,Homemaker,3,
oAV8kO,>65 years old,2,"At home, On the go",Pod/capsule machine (e.g. Keurig/Nespresso),,"National chain (e.g. Starbucks, Dunkin)",,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,Half and half,Bold,Medium,Dark,Full caffeine,8,Coffee B,Coffee A,Coffee B,,,,,,,,,,,,,,,,
qbE8NG,25-34 years old,2,"At home, At the office","Espresso, Pour over",,,,Cortado,,"Milk, dairy alternative, or coffee creamer, No - just black",,Skim milk,Caramalized,Very strong,Medium,Full caffeine,5,Coffee B,Coffee D,Coffee B,I primarily work from home,>$100,,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
eBxgoe,25-34 years old,2,"At the office, At home, At a cafe","Pour over, Cold brew",,,,Cortado,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee A,Coffee C,I do a mix of both,$20-$40,,Yes,Yes,$6-$8,$8-$10,Yes,$100-$300,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
aBrpkB,25-34 years old,2,"At the office, At a cafe, On the go, At home",Other,Cometeer!,Local cafe,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Half and half,Caramalized,Somewhat strong,Dark,Full caffeine,6,Coffee B,Coffee D,Coffee D,I primarily work from home,$60-$80,,Yes,Yes,$8-$10,$8-$10,No,$50-$100,Yes,Female,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
vNx8g0,25-34 years old,1,"At home, At the office, At a cafe",Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Oat milk,Caramalized,Medium,Medium,Full caffeine,4,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$8-$10,No,$20-$50,Yes,Male,Master's degree,Asian/Pacific Islander,Employed full-time,None,Democrat
NAB2Ol,25-34 years old,1,"At home, On the go, At the office",Coffee brewing machine (e.g. Mr. Coffee),,Specialty coffee shop,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup, Other",Salt,Half and half,Caramalized,Medium,Light,Full caffeine,2,Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,,Yes,No,$8-$10,$10-$15,No,$100-$300,Yes,Female,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
GrBObk,25-34 years old,2,At home,Pour over,,,,Cappuccino,,No - just black,,,Full Bodied,Somewhat strong,Medium,Decaf,7,Coffee C,Coffee D,Coffee A,I primarily work from home,$20-$40,,Yes,Yes,$10-$15,More than $20,No,$500-$1000,No,Male,Master's degree,Other,Unemployed,None,Democrat
kYR8x1,25-34 years old,1,"At the office, At home",Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Oat milk, Soy milk",Nutty,Somewhat strong,Dark,Full caffeine,1,Coffee B,Coffee A,Coffee B,I primarily work in person,>$100,,Yes,No,$10-$15,More than $20,No,$300-$500,Yes,Female,Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,None,Democrat
g5N8z4,18-24 years old,2,At home,"Pour over, Cold brew",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",,"Whole milk, Coffee creamer, Oat milk, Flavored coffee creamer",Full Bodied,Medium,Dark,Full caffeine,4,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,,Yes,No,$6-$8,$8-$10,Yes,$100-$300,Yes,Other,High school graduate,White/Caucasian,Unemployed,None,Democrat
lNl8zv,25-34 years old,2,"At a cafe, At home","Pour over, Espresso, Cold brew",,,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,Juicy,Medium,Light,Full caffeine,7,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Hispanic/Latino,Employed full-time,None,Democrat
jB98z4,18-24 years old,2,"At home, At the office",French press,,,,Regular drip coffee,,No - just black,,,Full Bodied,Somewhat strong,Light,Full caffeine,7,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed part-time,None,Democrat
RzBqVj,45-54 years old,1,At home,"Pour over, Espresso",,,,Pourover,,No - just black,,,Nutty,Somewhat strong,Medium,Full caffeine,10,Coffee C,Coffee D,Coffee D,I primarily work in person,$40-$60,,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Independent
BGbJ6Q,35-44 years old,2,"At the office, At home",Pour over,,,,Pourover,,No - just black,,,Chocolatey,Medium,Medium,Full caffeine,8,Coffee C,Coffee D,Coffee D,I primarily work in person,>$100,,Yes,Yes,More than $20,More than $20,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
5dqagd,45-54 years old,3,"At the office, On the go, At home","Coffee extract (e.g. Cometeer), Espresso",,Other,Cometeer,Espresso,,No - just black,,,Fruity,Very strong,Light,Full caffeine,8,Coffee C,Coffee D,Coffee D,,,,,,,,,,,,,,,,
QABN8Y,25-34 years old,3,At home,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",,"Whole milk, Coffee creamer",Sweet,Somewhat strong,Medium,Full caffeine,6,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Female,Some college or associate's degree,White/Caucasian,Retired,None,Democrat
24x9o9,35-44 years old,1,"At home, At the office",Espresso,,,,Other,Iced oat milk latte,"Milk, dairy alternative, or coffee creamer",,Oat milk,Sweet,Very strong,Medium,Full caffeine,4,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat
BGbJ9Q,25-34 years old,2,"At the office, At a cafe, At home, On the go",Coffee brewing machine (e.g. Mr. Coffee),,"Local cafe, Deli or supermarket, Specialty coffee shop",,Regular drip coffee,,"No - just black, Milk, dairy alternative, or coffee creamer",,"Whole milk, Oat milk, Almond milk, Half and half",Fruity,Medium,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,No,$4-$6,$4-$6,Yes,$20-$50,Yes,Female,Master's degree,White/Caucasian,Employed full-time,None,Democrat
PABZrV,25-34 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,Juicy,Somewhat strong,Nordic,Full caffeine,8,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,,Yes,Yes,$6-$8,More than $20,No,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
lNl84k,25-34 years old,2,"On the go, At home",Pour over,,Local cafe,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer",,Almond milk,Fruity,Medium,Medium,Full caffeine,2,Coffee A,Coffee A,Coffee B,I primarily work from home,>$100,,Yes,Yes,$8-$10,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Hispanic/Latino,Employed full-time,None,No affiliation
rlr8YR,45-54 years old,3,At home,"Pour over, Espresso, Other","Aeropress, clever",,,Cappuccino,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,,Yes,Yes,$6-$8,$10-$15,Yes,"More than $1,000",Yes,Male,High school graduate,White/Caucasian,Employed full-time,2,Democrat
zKQ8L0,25-34 years old,1,"At home, At the office, At a cafe","Pour over, Espresso",,,,Cortado,,No - just black,,,Full Bodied,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,,Yes,Yes,$8-$10,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
NAB2El,35-44 years old,2,"At home, On the go, At a cafe","Pour over, Espresso, Cold brew",,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",,Latte,,"Milk, dairy alternative, or coffee creamer",,Soy milk,Bright,Somewhat strong,Dark,Full caffeine,8,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,,Yes,Yes,$10-$15,$6-$8,Yes,$20-$50,Yes,Male,High school graduate,White/Caucasian,Unemployed,None,Democrat
9dJAMV,25-34 years old,3,At home,"Pour over, Espresso",,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,Juicy,Somewhat strong,Light,Full caffeine,8,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,Bachelor's degree,Hispanic/Latino,Employed full-time,None,No affiliation
YZz79J,25-34 years old,2,"At home, At a cafe","Pour over, Cold brew",,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,Coffee creamer,Chocolatey,Medium,Light,Full caffeine,6,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,,Yes,Yes,$15-$20,$15-$20,No,Less than $20,Yes,Female,Bachelor's degree,White/Caucasian,Homemaker,1,No affiliation
5dqaod,25-34 years old,2,At home,Pod/capsule machine (e.g. Keurig/Nespresso),,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Coffee creamer, Half and half",Bright,Medium,Light,Full caffeine,2,Coffee C,Coffee D,Coffee B,I primarily work from home,$40-$60,,Yes,No,$6-$8,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
GrBOgp,35-44 years old,1,At home,"Coffee extract (e.g. Cometeer), Cold brew",,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",,"Whole milk, Skim milk",Bold,Somewhat strong,Dark,Full caffeine,4,Coffee B,Coffee A,Coffee B,I primarily work from home,>$100,,Yes,No,$8-$10,$8-$10,Yes,$100-$300,No,Male,,,,,
dY2Jgo,25-34 years old,3,"At home, On the go, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,"Other, Deli or supermarket",Online ordering,Regular drip coffee,,No - just black,,,Sweet,Medium,Medium,Full caffeine,6,Coffee A,Coffee D,Coffee C,I do a mix of both,$40-$60,,Yes,Yes,$8-$10,$8-$10,No,$100-$300,Yes,Female,Doctorate or professional degree,White/Caucasian,Employed full-time,None,Democrat
AlbMAe,25-34 years old,2,At home,Pour over,,,,Cappuccino,,No - just black,,,Floral,Very strong,Light,Full caffeine,7,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,Unemployed,2,Republican
XeB6d4,25-34 years old,More than 4,At home,"Pour over, Espresso",,,,Pourover,,No - just black,,,Fruity,Medium,Nordic,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat
